,Name,Smiles
223,Reboxetine,CCOc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3
224,Milrinone,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
225,Pipobroman,BrCCC(=O)N1CCN(CC1)C(=O)CCBr
226,Butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
227,Nevirapine,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
228,Oxiconazole,Clc1ccc(CO\N=C(/Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1
229,Alclometasone,C[C@@H]1C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
230,Butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
231,Cladribine,Nc1nc(Cl)nc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3
232,Ranolazine,COc1ccccc1OCC(O)CN2CCN(CC2)CC(=O)Nc3c(C)cccc3C
233,Mesalazine,Nc1ccc(O)c(c1)C(O)=O
234,Benzatropine,CN1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4
235,Ziprasidone,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45
236,Methysergide,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34
237,Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1
238,Idoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(I)C(=O)NC2=O
239,Dapsone,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2
240,Terconazole,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2
241,Phenytoin,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
242,Medrysone,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14
243,Doxycycline,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14
244,Diethylstilbestrol,CC\C(c1ccc(O)cc1)=C(CC)/c2ccc(O)cc2
245,Lymecycline,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O.[H+]
246,Clotrimazole,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4
247,Calcium acetate,[Ca++].CC([O-])=O.CC([O-])=O
248,Sulfanilamide,Nc1ccc(cc1)[S](N)(=O)=O
249,Cycloserine,NC1CONC1=O
250,Anagrelide,Clc1ccc2NC3=NC(=O)CN3Cc2c1Cl
251,Carmustine,ClCCNC(=O)N(CCCl)N=O
252,Sulfisoxazole,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C
253,Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1
254,Crotamiton,CCN(C(=O)\C=C\C)c1ccccc1C
255,Dicoumarol,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
256,Cefmenoxime,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C)/c4csc(N)n4
257,Ropinirole,CCCN(CCC)CCc1cccc2NC(=O)Cc12
258,Chlorotrianisene,COc1ccc(cc1)C(Cl)=C(c2ccc(OC)cc2)c3ccc(OC)cc3
259,Isradipine,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C
260,Diatrizoate,[Na].CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I
261,Betazole,NCCc1[nH]ncc1
262,Topiramate,CC1(C)O[C@@H]2CO[C@@]3(CO[S](N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
263,Cefmetazole,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C
264,Olmesartan,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)C(O)=O)C(C)(C)O
265,Amsacrine,COc1cc(N[S](C)(=O)=O)ccc1Nc2c3ccccc3nc4ccccc24
266,Theophylline,CN1C(=O)N(C)c2nc[nH]c2C1=O
267,Argatroban,O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)C(CCCN=C(N)N)N[S](=O)(=O)c2cccc3CC(C)CNc23
268,Liothyronine,O.[Na+].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C([O-])=O
269,Disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c2ccccn2)C(C)C
270,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
271,Pamidronic acid,NCCC(O)([P](O)(O)=O)[P](O)(O)=O
272,Clemastine,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
273,Acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@H](O)[C@H](O)[C@H]4O
274,Venlafaxine,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
275,Conjugated estrogens,[Na+].C[C@]12CC[C@H]3[C@@H](CCc4cc(O[S]([O-])(=O)=O)ccc34)[C@@H]1CCC2=O
276,Travoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COc2cccc(c2)C(F)(F)F
277,Amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]24C
278,Atomoxetine,CNCC[C@@H](Oc1ccccc1C)c2ccccc2
279,Bleomycin,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O
280,Chlorambucil,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl
281,Etomidate,CCOC(=O)c1cncn1C(C)c2ccccc2
282,Raltitrexed,CN(Cc1ccc2NC(=NC(=O)c2c1)C)c3sc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
283,Etonogestrel,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
284,Morphine,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
285,Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C
286,Bupivacaine,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C
287,Dapiprazole,[Cl-].Cc1ccccc1N2C=CN(CCc3nnc4CCCCn34)C=C2.[H+]
288,Penciclovir,NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1
289,Tenofovir disoproxil,CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C
290,Flucloxacillin,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4c(F)cccc4Cl
291,Tranexamic acid,NCC1CCC(CC1)C(O)=O
292,Ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(O)=O
293,Desogestrel,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
294,Mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(N1C[C@@H]4N[C@H]24)C(=O)C(=C(N)C3=O)C
295,Talbutal,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
296,Bexarotene,Cc1cc2c(cc1C(=C)c3ccc(cc3)C(O)=O)C(C)(C)CCC2(C)C
297,Ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(N[S](C)(=O)=O)cc1
298,Vindesine,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(N)=O)C1
299,Chlorthalidone,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
300,Ethoxzolamide,CCOc1ccc2nc(sc2c1)[S](N)(=O)=O
301,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
302,Valproic acid,CCCC(CCC)C(O)=O
303,Capreomycin,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O)=C/NC(N)=O)[C@H]2CCN=C(N)N2.NCCC[C@H](N)CC(=O)NC[C@@H]3NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(NC3=O)=C/NC(N)=O)[C@H]4CCN=C(N)N4
304,Zolmitriptan,CN(C)CCc1c[nH]c2ccc(C[C@@H]3COC(=O)N3)cc12
305,Acetaminophen,CC(=O)Nc1ccc(O)cc1
306,Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
307,Codeine,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
308,Piperacillin,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O
309,Dihydroergotamine,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O
310,Amitriptyline,CN(C)CCC=C1c2ccccc2CCc3ccccc13
311,Floxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O
312,Tolcapone,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+]([O-])=O
313,Fluorometholone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14
315,Calcium glucoheptonate,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O
316,Hydromorphone,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
317,Indomethacin,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3
318,Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO
319,Metformin,[H+].[Cl-].CN(C)C(=N)N=C(N)N
320,Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
321,Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
322,Olanzapine,CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2
323,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
324,Nitrofural,[O-][N+](=O)c1ccoc1C=O
325,Pimecrolimus,CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(C)=C\[C@@H]4CC[C@H](Cl)[C@@H](C4)OC
326,Omeprazole,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C
327,Pyrazinamide,NC(=O)c1cnccn1
328,Metixene,CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1
329,Cetirizine,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
330,Terfenadine,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
331,Diltiazem,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O
332,Protriptyline,CNCCCC1c2ccccc2C=Cc3ccccc13
333,Aminohippuric acid,NC(NC(=O)c1ccccc1)C(O)=O
334,Alfuzosin,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3
335,Trimethadione,CN1C(=O)OC(C)(C)C1=O
336,Nitisinone,[O-][N+](=O)c1cc(ccc1C(=O)C2C(=O)CCCC2=O)C(F)(F)F
337,Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13
338,Minoxidil,NC1=CC(=NC(=N)N1O)N2CCCCC2
339,Megestrol acetate,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
340,Tioguanine,NC1=NC(=S)c2[nH]cnc2N1
341,Methylergometrine,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
342,Buclizine,CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1
343,Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc([NH3+])n2)C(=O)N1[S]([O-])(=O)=O
344,Chlorzoxazone,Clc1ccc2OC(=O)Nc2c1
345,Aminoglutethimide,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
346,Mefloquine,OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F
347,Sulfadiazine,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2
348,Sapropterin,C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2
349,Vinorelbine,CCC1=CC2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC.O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O
350,Anidulafungin,CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@H](C)O
351,Clozapine,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2
352,Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
353,Grepafloxacin,CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4
354,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2
355,Levonorgestrel,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
356,Norepinephrine,NCC(O)c1ccc(O)c(O)c1
357,Cidofovir,O.O.NC1=NC(=O)N(C[C@@H](CO)OC[P](O)(O)=O)C=C1
358,Mirtazapine,CN1CCN2C(C1)c3ccccc3Cc4cccnc24
359,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
360,Thiethylperazine,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
361,Timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2
362,Treprostinil,CCCCC[C@@H](O)CC[C@@H]1[C@@H](O)C[C@H]2Cc3c(C[C@@H]12)cccc3OCC(O)=O
363,Colestipol,NCCNCCNCCNCCN.ClCC1CO1
364,Trihexyphenidyl,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3
365,Palonosetron,O=C1N(C[C@@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5
366,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
367,Mexiletine,CC(N)COc1c(C)cccc1C
368,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
369,Amlodipine,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C
370,Tacrine,Nc1c2CCCCc2nc3ccccc13
371,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3
372,Triamterene,Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1
373,Valrubicin,CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C1
374,Procyclidine,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3
375,Phenylephrine,CNC[C@H](O)c1cccc(O)c1
376,Carbimazole,CCOC(=O)N1C=CN(C)C1=S
377,Digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4
378,Sulpiride,CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O
379,Profenamine,CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13
380,Nimodipine,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC(C)C)C
381,Beclomethasone dipropionate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C
382,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
383,Progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
384,Phenylpropanolamine,C[C@@H](N)[C@@H](O)c1ccccc1
385,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
386,Zoledronic acid,O.OC(Cn1ccnc1)([P](O)(O)=O)[P](O)(O)=O
387,Griseofulvin,COC1CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O
388,Nisoldipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OCC(C)C)C
389,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
390,Ceruletide,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc3ccc(O[S](O)(=O)=O)cc3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]4CCC(=O)N4)[C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc5ccccc5)C(N)=O
391,Alprazolam,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
392,Dexbrompheniramine,CN(C)CC[C@@H](c1ccc(Br)cc1)c2ccccn2
393,Gentian violet cation,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
394,Ardeparin,CC(=O)NC1C(O)OC(CO[S](O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4O[S](O)(=O)=O)C(O)=O)C(O[S](O)(=O)=O)C3N[S](O)(=O)=O)C(O)C2O[S](O)(=O)=O)C(O)=O)C1O
395,Loxapine,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
396,Remoxipride,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
397,Mupirocin,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]2O
398,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O
399,Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c3ccccn3
400,Pramipexole,CCCN[C@@H]1CCc2nc(N)sc2C1
401,Acetohexamide,CC(=O)c1ccc(cc1)[S](=O)(=O)NC(=O)NC2CCCCC2
402,Ampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O
403,Metocurine iodide,[I-].[I-].COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5
404,Phenoxymethylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O
405,Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
406,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
407,Promazine,CN(C)CCCN1c2ccccc2Sc3ccccc13
408,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
409,Methylphenidate,COC(=O)C(C1CCCCN1)c2ccccc2
410,Methocarbamol,COc1ccccc1OCC(O)COC(N)=O
411,Hyoscyamine,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3
412,Zolpidem,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3
413,Famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O
414,Triprolidine,Cc1ccc(cc1)\C(=C/CN2CCCC2)c3ccccn3
415,Streptozocin,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
416,Carboprost tromethamine,CCCCC[C@](C)(O)\C=C/C1[C@@H](O)C[C@@H](O)[C@H]1C\C=C\CCCC(O)=O.NC(CO)(CO)CO
417,Cefpiramide,Cn1nnnc1SCC2=C(N3[C@H](SC2)C(NC(=O)[C@H](NC(=O)C4=CNC(=CC4=O)C)c5ccc(O)cc5)C3=O)C(O)=O
418,Lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
419,Trifluridine,OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F
420,Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
421,Cyproheptadine,CN1CCC(CC1)=C2c3ccccc3C=Cc4ccccc24
422,Nitric Oxide,[N]=O
423,Bendroflumethiazide,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F
424,Allopurinol,O=C1N=CN=C2NNC=C12
425,Ceftazidime,CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O
426,Cerivastatin,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c1c2ccc(F)cc2)C(C)C
427,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
428,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F
429,Entecavir,O.NC1=NC(=O)c2ncn(C3C[C@H](O)[C@@H](CO)C3=C)c2N1
430,Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
431,Teniposide,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(OC5C(O)C4O)c6sccc6)c7cc8OCOc8cc27
432,Epirubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
433,Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O
434,Loracarbef,O.N[C@@H](C(=O)NC1C2CCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3
435,Lansoprazole,Cc1c(C[S](=O)c2[nH]c3ccccc3n2)nccc1OCC(F)(F)F
436,Dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
437,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34
438,Levothyroxine,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O
439,Framycetin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]4N)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O
440,Clomocycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCO)C1=O
441,Meperidine,CCOC(=O)C1(CCN(C)CC1)c2ccccc2
442,Loratadine,CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24
443,Cefalotin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3sccc3)C2=O)C(O)=O
444,Prazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4
445,Imipramine,CN(C)CCCN1c2ccccc2CCc3ccccc13
446,Acitretin,COc1cc(C)c(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)c(C)c1C
